,èäìæ,ízîNêî,ínàÊêlå˚,à‹ìx,åoìx,èZëÓâøäi,ïîâÆêî/êl,êQé∫êî/êl
8351,3.1719,43.0,1505.0,33.95,-118.32,1.835,2.537541528239202,0.47043189368770755
8352,4.2099,24.0,2636.0,33.96,-118.33,1.898,2.4707890743550838,0.4893778452200304
8353,4.6667,44.0,992.0,33.95,-118.32,1.756,2.0393145161290325,0.3276209677419355
8354,5.0912,44.0,1040.0,33.95,-118.32,1.698,2.0490384615384616,0.34615384615384615
8355,5.4359,33.0,1412.0,33.95,-118.34,1.941,1.361898016997167,0.32507082152974504
8356,2.7139,52.0,844.0,33.97,-118.32,1.649,1.8838862559241707,0.3578199052132701
8357,3.8512,47.0,954.0,33.96,-118.32,1.713,1.9758909853249476,0.37840670859538783
8358,3.3214,47.0,704.0,33.96,-118.32,1.665,1.8423295454545454,0.4147727272727273
8359,4.3919,46.0,814.0,33.97,-118.32,1.571,1.8476658476658476,0.3316953316953317
8360,5.5,45.0,949.0,33.97,-118.34,1.882,2.349841938883035,0.3835616438356165
8361,2.3,42.0,737.0,33.96,-118.33,1.892,2.287652645861601,0.4898236092265943
8362,2.0057,42.0,1062.0,33.96,-118.33,1.982,1.9623352165725048,0.48681732580037657
8363,2.0694,33.0,1272.0,33.97,-118.35,1.435,1.175314465408805,0.37264150943396224
8364,2.2303,25.0,1710.0,33.97,-118.35,1.594,1.0900584795321637,0.3602339181286549
8365,3.2708,26.0,1130.0,33.97,-118.35,1.281,1.5265486725663717,0.38141592920353984
8366,2.6734,26.0,2340.0,33.97,-118.35,1.434,1.6376068376068376,0.45897435897435895
8367,3.1194,33.0,1518.0,33.98,-118.35,1.528,1.2411067193675889,0.3142292490118577
8368,3.745,42.0,1785.0,33.98,-118.35,1.708,1.7260504201680673,0.38095238095238093
8369,2.3882,47.0,2374.0,33.98,-118.34,1.377,1.1158382476832351,0.2881213142375737
8370,3.163,40.0,1922.0,33.98,-118.34,1.378,1.096774193548387,0.2736732570239334
8371,3.7067,45.0,1064.0,33.98,-118.34,1.366,1.2199248120300752,0.27631578947368424
8372,3.8056,30.0,757.0,33.97,-118.35,3.238,2.0449141347424042,0.43593130779392336
8373,1.2094,21.0,1549.0,33.96,-118.35,1.575,1.7520981278244028,0.5687540348612007
8374,3.1354,26.0,1560.0,33.96,-118.35,1.643,1.7775641025641025,0.43653846153846154
8375,2.681,28.0,3201.0,33.95,-118.35,1.477,1.4901593252108716,0.4148703530146829
8376,2.1587,25.0,4015.0,33.95,-118.34,1.438,0.936986301369863,0.31905354919053547
8377,3.0519,30.0,2324.0,33.95,-118.35,1.375,1.1450086058519793,0.3291738382099828
8378,2.8892,42.0,1507.0,33.95,-118.35,1.598,1.1804910418049104,0.28599867285998676
8379,3.95,45.0,781.0,33.95,-118.35,1.64,1.3777208706786173,0.2727272727272727
8380,3.7237,42.0,1082.0,33.95,-118.36,1.708,1.0314232902033271,0.2800369685767098
8381,2.7284,21.0,1286.0,33.96,-118.36,1.469,1.401244167962675,0.432348367029549
8382,2.8378,25.0,1498.0,33.96,-118.36,1.7,1.2343124165554071,0.34579439252336447
8383,2.5504,26.0,2742.0,33.96,-118.36,1.513,1.2921225382932167,0.3847556528081692
8384,2.6535,26.0,3193.0,33.95,-118.36,1.772,1.011901033510805,0.3410585656122769
8385,4.4038,45.0,891.0,33.98,-118.36,2.594,1.7497194163860834,0.34231200897867564
8386,5.057,46.0,782.0,33.98,-118.36,2.463,1.8222506393861893,0.3618925831202046
8387,3.5833,39.0,344.0,33.98,-118.36,2.188,2.363372093023256,0.5377906976744186
8388,2.9646,26.0,3333.0,33.97,-118.37,1.798,2.0018001800180016,0.5187518751875186
8389,4.0179,18.0,990.0,33.97,-118.36,1.958,1.2969696969696969,0.28585858585858587
8390,2.7464,21.0,2515.0,33.97,-118.37,1.531,1.4377733598409543,0.42147117296222664
8391,2.7712,29.0,1715.0,33.98,-118.36,1.609,1.6682215743440234,0.47580174927113705
8392,2.6823,19.0,2917.0,33.97,-118.36,1.425,1.594446348988687,0.43914981145012
8393,3.0393,17.0,2365.0,33.96,-118.36,1.292,1.450739957716702,0.39492600422832974
8394,3.6583,37.0,2009.0,33.96,-118.36,1.773,1.068193130910901,0.2852165256346441
8395,4.875,26.0,100.0,33.96,-118.37,1.75,1.38,0.23
8396,2.2297,35.0,1376.0,33.95,-118.37,2.625,0.6715116279069767,0.25363372093023256
8397,4.1635,42.0,1283.0,33.95,-118.36,1.639,0.8877630553390491,0.23538581449727203
8398,2.875,42.0,2038.0,33.95,-118.36,1.775,1.2423945044160942,0.30765456329735036
8399,2.8438,32.0,1053.0,33.95,-118.37,1.817,1.01329534662868,0.2716049382716049
8400,4.125,52.0,747.0,33.95,-118.37,1.74,1.1191432396251673,0.23427041499330656
8401,3.3056,39.0,1666.0,33.94,-118.36,1.568,0.8343337334933973,0.2460984393757503
8402,2.3125,38.0,3036.0,33.94,-118.36,1.485,0.7144268774703557,0.22661396574440051
8403,2.3675,29.0,3425.0,33.94,-118.37,1.494,0.6613138686131388,0.23737226277372267
8404,2.68,30.0,1433.0,33.93,-118.36,1.7,0.7899511514305653,0.2421493370551291
8405,2.6298,40.0,2036.0,33.93,-118.36,1.565,0.7981335952848723,0.2455795677799607
8406,3.4063,33.0,1309.0,33.94,-118.36,1.523,0.7173414820473644,0.21695951107715813
8407,2.2679,36.0,1824.0,33.93,-118.34,1.539,0.8377192982456141,0.26644736842105265
8408,1.7344,35.0,918.0,33.93,-118.35,1.469,1.1437908496732025,0.27450980392156865
8409,1.9766,34.0,810.0,33.93,-118.35,1.625,0.7617283950617284,0.23333333333333334
8410,2.3375,33.0,2649.0,33.93,-118.35,1.706,0.7701019252548131,0.21744054360135906
8411,2.8462,35.0,1888.0,33.94,-118.35,1.491,0.7685381355932204,0.23040254237288138
8412,2.6654,38.0,2188.0,33.94,-118.35,1.422,0.819926873857404,0.23217550274223034
8413,2.5547,36.0,2755.0,33.94,-118.35,1.504,0.8076225045372051,0.21814882032667876
8414,3.3125,42.0,1369.0,33.94,-118.35,1.446,0.7509130752373996,0.20306793279766253
8415,2.182,37.0,3456.0,33.94,-118.34,1.475,0.8990162037037037,0.2612847222222222
8416,2.4886,36.0,4033.0,33.94,-118.34,1.607,0.6932804363997025,0.25812050582692786
8417,3.2862,37.0,3533.0,33.93,-118.33,1.523,1.3914520237758279,0.32097367676195865
8418,2.8304,33.0,4512.0,33.93,-118.34,1.437,0.9516843971631206,0.2712765957446808
8419,2.2976,32.0,1281.0,33.93,-118.34,1.557,0.9789227166276346,0.31147540983606553
8420,3.0677,37.0,1341.0,33.93,-118.34,1.677,1.2214765100671143,0.30350484712900816
8421,3.01,26.0,2394.0,33.93,-118.35,1.919,1.3182957393483712,0.3579782790309106
8422,3.5139,31.0,1973.0,33.93,-118.35,1.928,1.3917891535732387,0.35326913329954385
8423,2.11,25.0,1603.0,33.93,-118.35,2.233,1.4098565190268246,0.4316905801621958
8424,3.1656,27.0,3340.0,33.93,-118.36,2.045,1.3308383233532934,0.36856287425149703
8425,3.3558,29.0,965.0,33.92,-118.34,1.996,1.5284974093264252,0.361658031088083
8426,2.75,24.0,2023.0,33.92,-118.35,2.397,1.3484923381117155,0.4176964903608502
8427,3.6167,29.0,584.0,33.92,-118.35,2.0,1.2602739726027397,0.3972602739726027
8428,2.6667,26.0,2308.0,33.92,-118.36,2.293,1.600953206239168,0.49566724436741766
8429,4.1023,46.0,793.0,33.92,-118.36,2.268,1.5523329129886507,0.29129886506935687
8430,2.6375,19.0,1546.0,33.92,-118.36,2.338,1.815653298835705,0.5711513583441138
8431,2.6961,19.0,2033.0,33.93,-118.36,2.125,1.5263157894736843,0.4515494343334973
8432,2.8958,10.0,61.0,33.93,-118.37,2.458,3.2622950819672134,0.6721311475409836
8433,4.4722,44.0,502.0,33.92,-118.37,2.183,1.8685258964143423,0.36055776892430286
8434,4.9688,36.0,509.0,33.92,-118.37,2.389,2.1119842829076623,0.38703339882121807
8435,5.5255,40.0,521.0,33.92,-118.37,2.427,1.7811900191938579,0.3589251439539347
8436,4.8611,39.0,556.0,33.92,-118.37,2.456,1.9298561151079137,0.37050359712230213
8437,4.4861,46.0,503.0,33.93,-118.37,2.463,2.246520874751491,0.3996023856858847
8438,4.4474,46.0,255.0,33.93,-118.37,2.469,1.7333333333333334,0.34509803921568627
8439,3.0132,44.0,392.0,33.93,-118.36,2.025,1.3265306122448979,0.29591836734693877
8440,3.8,41.0,1191.0,33.91,-118.36,2.225,1.7195633921074727,0.3685978169605374
8441,4.3333,42.0,1184.0,33.91,-118.36,2.256,1.6461148648648647,0.3564189189189189
8442,4.74,42.0,1136.0,33.9,-118.36,2.3,1.7033450704225352,0.3415492957746479
8443,5.0452,40.0,725.0,33.9,-118.36,2.319,1.753103448275862,0.38068965517241377
8444,3.9355,41.0,1334.0,33.91,-118.37,2.278,1.4010494752623686,0.3200899550224887
8445,5.6704,35.0,812.0,33.91,-118.37,3.037,2.145320197044335,0.3485221674876847
8446,5.6482,35.0,707.0,33.9,-118.37,2.948,2.3352192362093356,0.38048090523338046
8447,3.3409,32.0,177.0,33.9,-118.37,2.563,1.8757062146892656,0.5819209039548022
8448,5.8374,36.0,1463.0,33.91,-118.38,2.896,1.9849624060150375,0.3520164046479836
8449,2.7813,19.0,1282.0,33.91,-118.35,2.313,1.5202808112324493,0.4360374414976599
8450,3.5234,31.0,1675.0,33.91,-118.35,2.65,1.542089552238806,0.3958208955223881
8451,4.0775,28.0,1485.0,33.91,-118.35,2.414,1.4195286195286196,0.3595959595959596
8452,3.87,26.0,1331.0,33.91,-118.35,2.645,1.6220886551465064,0.39293764087152516
8453,2.8512,25.0,1337.0,33.91,-118.35,2.728,1.4091249065071054,0.4143605086013463
8454,3.0417,25.0,2299.0,33.9,-118.35,2.37,1.439321444106133,0.3923444976076555
8455,4.3187,32.0,928.0,33.91,-118.35,2.697,1.7887931034482756,0.39439655172413796
8456,4.8409,29.0,1236.0,33.91,-118.35,2.44,1.991100323624595,0.43284789644012944
8457,3.825,34.0,1134.0,33.91,-118.35,2.354,1.812169312169312,0.39506172839506176
8458,4.1,36.0,1366.0,33.91,-118.36,2.431,1.5109809663250366,0.34699853587115664
8459,3.9485,32.0,565.0,33.9,-118.35,2.3,1.8690265486725663,0.39823008849557523
8460,3.5313,39.0,640.0,33.9,-118.36,2.304,1.821875,0.346875
8461,3.267,23.0,670.0,33.92,-118.33,1.854,1.4462686567164178,0.4298507462686567
8462,3.3491,39.0,1106.0,33.91,-118.33,1.818,1.1066907775768535,0.2820976491862568
8463,3.2649,17.0,2536.0,33.91,-118.34,2.021,1.4684542586750788,0.40339116719242907
8464,3.5903,35.0,962.0,33.91,-118.33,1.833,1.135135135135135,0.31392931392931395
8465,2.4741,8.0,2691.0,33.91,-118.34,1.857,1.4630248978075064,0.5217391304347826
8466,3.425,6.0,740.0,33.92,-118.34,1.938,1.414864864864865,0.3662162162162162
8467,2.6689,12.0,7429.0,33.91,-118.34,1.923,1.3427109974424551,0.4897025171624714
8468,2.455,8.0,7211.0,33.91,-118.33,1.927,1.4881431146858966,0.46248786576064355
8469,3.8173,31.0,874.0,33.91,-118.31,1.779,1.6189931350114417,0.3878718535469107
8470,4.2596,36.0,625.0,33.91,-118.31,1.811,1.5376,0.2768
8471,4.2083,33.0,1073.0,33.91,-118.32,1.805,1.6113699906803356,0.36905871388630007
8472,4.2,35.0,640.0,33.91,-118.32,1.813,1.46875,0.3078125
8473,3.6654,35.0,605.0,33.91,-118.32,1.845,1.456198347107438,0.2628099173553719
8474,4.5304,34.0,1920.0,33.91,-118.32,1.813,1.5838541666666666,0.35260416666666666
8475,5.7528,34.0,757.0,33.91,-118.32,1.805,1.4108322324966975,0.261558784676354
8476,3.6625,35.0,1882.0,33.9,-118.32,1.88,1.6944739638682254,0.361317747077577
8477,4.8456,35.0,672.0,33.92,-118.31,1.464,1.9449404761904763,0.36607142857142855
8478,5.0653,35.0,926.0,33.93,-118.31,1.58,1.7062634989200864,0.28725701943844495
8479,4.9615,34.0,804.0,33.93,-118.32,1.578,1.91044776119403,0.33955223880597013
8480,4.8304,35.0,710.0,33.92,-118.32,1.528,1.804225352112676,0.3084507042253521
8481,2.0437,31.0,3590.0,33.93,-118.29,1.372,1.0846796657381614,0.28328690807799445
8482,3.692,34.0,1293.0,33.92,-118.29,1.452,1.391337973704563,0.279969064191802
8483,5.3292,34.0,906.0,33.92,-118.29,1.555,1.5165562913907285,0.26490066225165565
8484,3.0139,34.0,1258.0,33.92,-118.3,1.547,1.6319554848966613,0.3036565977742448
8485,3.7969,29.0,1140.0,33.93,-118.3,1.694,1.9543859649122808,0.3473684210526316
8486,3.0147,30.0,1491.0,33.91,-118.3,1.551,1.2354124748490947,0.3192488262910798
8487,2.6182,34.0,1530.0,33.91,-118.3,1.726,1.0568627450980392,0.32222222222222224
8488,2.6312,28.0,891.0,33.9,-118.31,1.713,1.7687991021324354,0.4489337822671156
8489,2.3043,28.0,1028.0,33.91,-118.29,1.775,1.4601167315175094,0.4338521400778209
8490,1.7714,27.0,1067.0,33.9,-118.29,1.594,0.9493908153701969,0.3692596063730084
8491,3.6,29.0,1868.0,33.9,-118.3,2.088,1.4009635974304067,0.35760171306209854
8492,3.4,27.0,2099.0,33.9,-118.3,2.241,1.5564554549785612,0.3630300142925202
8493,2.9559,13.0,1975.0,33.9,-118.3,1.736,1.2430379746835443,0.33468354430379743
8494,3.287,19.0,1726.0,33.9,-118.3,1.814,1.402665121668598,0.39918887601390496
8495,3.0329,30.0,1806.0,33.89,-118.3,2.078,1.5260243632336656,0.4750830564784054
8496,3.285,37.0,1369.0,33.89,-118.3,2.181,1.5573411249086926,0.4127100073046019
8497,3.5417,38.0,1131.0,33.9,-118.31,1.984,1.237842617152962,0.35278514588859416
8498,2.7428,33.0,1072.0,33.89,-118.29,2.089,1.9944029850746268,0.5289179104477612
8499,4.2171,32.0,1605.0,33.89,-118.29,2.182,1.4672897196261683,0.3632398753894081
8500,3.0739,36.0,1175.0,33.88,-118.29,2.186,1.490212765957447,0.3727659574468085
8501,3.3281,21.0,3186.0,33.88,-118.29,2.37,1.5524168236032643,0.38637790332705585
8502,3.1597,27.0,1510.0,33.87,-118.3,2.147,2.082119205298013,0.4781456953642384
8503,5.0641,31.0,823.0,33.87,-118.3,2.349,1.6986634264884568,0.31713244228432563
8504,4.0536,26.0,807.0,33.88,-118.3,2.536,1.513011152416357,0.38661710037174724
8505,3.7375,29.0,563.0,33.88,-118.3,2.477,1.5097690941385438,0.4067495559502664
8506,3.2574,30.0,885.0,33.88,-118.3,1.953,1.5231638418079096,0.3762711864406779
8507,2.8445,35.0,1881.0,33.88,-118.3,2.421,1.7155768208399784,0.39819245082402976
8508,3.5644,32.0,1491.0,33.88,-118.31,2.423,1.6237424547283705,0.4500335345405767
8509,3.5556,35.0,1036.0,33.88,-118.31,2.38,1.8716216216216217,0.39768339768339767
8510,2.3812,21.0,686.0,33.88,-118.31,2.375,2.17201166180758,0.6268221574344023
8511,3.4792,30.0,1724.0,33.9,-118.31,1.947,1.3961716937354987,0.33700696055684454
8512,3.7639,37.0,1257.0,33.89,-118.31,2.206,1.8122513922036598,0.40413683373110587
8513,4.1458,35.0,1192.0,33.89,-118.31,2.315,1.7986577181208054,0.3548657718120805
8514,4.0473,36.0,831.0,33.9,-118.32,2.121,1.829121540312876,0.36101083032490966
8515,4.1344,36.0,1245.0,33.9,-118.32,2.103,1.3983935742971887,0.3309236947791165
8516,3.0526,37.0,1316.0,33.9,-118.32,2.164,1.2644376899696048,0.3047112462006079
8517,4.2813,45.0,1323.0,33.89,-118.32,2.101,1.4572940287226,0.3424036281179138
8518,5.1669,44.0,695.0,33.89,-118.32,2.206,1.870503597122302,0.3625899280575539
8519,4.5053,34.0,1270.0,33.89,-118.32,2.42,2.106299212598425,0.44094488188976366
8520,2.6091,21.0,5546.0,33.9,-118.33,1.639,1.1905878110349801,0.3577353047241255
8521,4.9779,23.0,1309.0,33.9,-118.34,2.246,1.8296409472880057,0.38044308632543916
8522,5.5133,37.0,355.0,33.9,-118.34,2.273,1.5267605633802817,0.29577464788732394
8523,4.7426,36.0,628.0,33.9,-118.34,2.427,1.8439490445859872,0.3487261146496815
8524,4.1776,36.0,706.0,33.9,-118.34,2.366,1.9008498583569404,0.3668555240793201
8525,4.1953,39.0,982.0,33.89,-118.33,2.269,1.9144602851323829,0.36761710794297353
8526,5.1874,42.0,897.0,33.89,-118.33,2.308,2.0245261984392418,0.37681159420289856
8527,6.0088,36.0,1346.0,33.89,-118.34,2.459,1.777117384843982,0.3298662704309064
8528,5.373,36.0,1232.0,33.89,-118.34,2.445,1.8457792207792205,0.33360389610389607
8529,2.8777,13.0,2197.0,33.9,-118.35,2.079,1.314064633591261,0.38825671370050063
8530,3.4698,31.0,956.0,33.9,-118.35,2.25,1.6182008368200838,0.3598326359832636
8531,4.875,31.0,734.0,33.9,-118.35,2.324,1.3365122615803815,0.3024523160762943
8532,3.6486,29.0,2175.0,33.89,-118.35,2.29,1.3517241379310343,0.3255172413793104
8533,4.1552,34.0,1249.0,33.89,-118.35,2.339,1.3931144915932745,0.3098478783026421
8534,2.9551,41.0,655.0,33.9,-118.36,2.05,2.068702290076336,0.532824427480916
8535,3.3971,22.0,697.0,33.9,-118.35,2.203,1.6169296987087518,0.4117647058823529
8536,4.2829,30.0,776.0,33.89,-118.35,2.4,1.472938144329897,0.38530927835051554
8537,3.375,37.0,1266.0,33.89,-118.36,2.28,1.3578199052132702,0.33649289099526064
8538,5.3169,34.0,723.0,33.89,-118.36,2.276,1.0511756569847857,0.24066390041493776
8539,4.0727,18.0,2276.0,33.9,-118.36,2.14,1.4850615114235501,0.4050966608084359
8540,3.1325,27.0,2141.0,33.89,-118.36,2.15,1.3250817375058384,0.3194768799626343
8541,4.2454,33.0,1644.0,33.88,-118.36,2.368,1.464720194647202,0.3248175182481752
8542,2.65,28.0,827.0,33.88,-118.36,2.608,1.5876662636033858,0.38573155985489727
8543,3.2049,25.0,1611.0,33.88,-118.36,2.674,1.765983860955928,0.4407200496585971
8544,2.7981,22.0,930.0,33.88,-118.36,2.75,1.4924731182795699,0.36129032258064514
8545,3.9844,26.0,829.0,33.88,-118.36,2.307,1.6586248492159228,0.34499396863691195
8546,3.0833,25.0,1371.0,33.89,-118.35,2.327,1.2902990517870168,0.32093362509117435
8547,4.0737,36.0,1097.0,33.88,-118.35,2.382,1.4430264357338196,0.374658158614403
8548,3.2589,42.0,493.0,33.88,-118.34,2.333,1.4705882352941178,0.37119675456389445
8549,4.4,44.0,480.0,33.88,-118.35,2.258,1.7125,0.375
8550,3.2594,36.0,1054.0,33.88,-118.35,2.339,1.4867172675521823,0.34345351043643263
8551,3.35,25.0,1150.0,33.88,-118.35,2.375,1.268695652173913,0.31478260869565217
8552,2.425,40.0,950.0,33.74,-118.3,2.55,1.9957894736842106,0.43789473684210534
8553,3.9375,28.0,887.0,33.74,-118.3,2.705,1.2006764374295378,0.24239007891770012
8554,5.25,41.0,61.0,33.92,-118.39,2.472,1.3114754098360657,0.3278688524590164
8555,5.9499,25.0,695.0,33.92,-118.4,3.458,2.0906474820143885,0.3899280575539568
8556,4.5987,32.0,1313.0,33.92,-118.4,3.638,2.1538461538461537,0.47905559786747903
8557,4.7319,35.0,1000.0,33.93,-118.4,3.761,2.217,0.447
8558,5.0596,38.0,1455.0,33.93,-118.41,3.639,2.2872852233676975,0.42955326460481097
8559,4.2333,32.0,1132.0,33.92,-118.41,3.58,2.2879858657243815,0.5362190812720848
8560,4.5729,22.0,1141.0,33.92,-118.41,3.375,2.0508326029798423,0.511831726555653
8561,4.1818,22.0,1225.0,33.93,-118.41,3.397,2.052244897959184,0.49387755102040815
8562,5.2338,38.0,590.0,33.92,-118.41,3.58,2.435593220338983,0.4610169491525424
8563,3.6389,29.0,674.0,33.92,-118.41,2.75,2.1305637982195846,0.5949554896142433
8564,3.8086,25.0,1524.0,33.92,-118.42,3.613,2.3103674540682415,0.5590551181102362
8565,5.0594,41.0,756.0,33.92,-118.42,3.46,2.144179894179894,0.36904761904761907
8566,4.9286,39.0,1466.0,33.93,-118.42,3.414,2.038199181446112,0.41268758526603
8567,4.5743,28.0,2191.0,33.93,-118.42,3.822,2.1008671839342763,0.45321770880876305
8570,7.3151,34.0,1087.0,33.9,-118.4,4.922,2.4599816007359707,0.40018399264029436
8572,8.468,39.0,1044.0,33.9,-118.41,4.721,2.2136015325670497,0.38697318007662834
8582,7.9059,38.0,1098.0,33.9,-118.4,4.771,2.6120218579234975,0.4244080145719491
8583,6.6321,36.0,1033.0,33.89,-118.4,4.815,2.2594385285575993,0.41626331074540174
8587,6.5745,35.0,732.0,33.89,-118.38,3.793,2.42896174863388,0.45081967213114754
8588,6.3434,30.0,1056.0,33.89,-118.39,4.604,2.397727272727273,0.43939393939393934
8589,7.3356,38.0,750.0,33.89,-118.39,4.227,2.468,0.44266666666666665
8590,7.1845,40.0,389.0,33.89,-118.39,4.381,2.1233933161953726,0.3676092544987147
8591,5.0299,40.0,371.0,33.89,-118.36,3.292,2.0377358490566038,0.3288409703504043
8592,4.4271,44.0,709.0,33.88,-118.36,3.362,1.9210155148095909,0.3342736248236953
8593,4.4211,44.0,669.0,33.88,-118.37,3.24,1.9805680119581468,0.36621823617339316
8594,5.5335,21.0,417.0,33.88,-118.37,3.426,2.316546762589928,0.41247002398081534
8595,5.2999,33.0,561.0,33.88,-118.38,3.594,2.3404634581105173,0.4349376114081997
8596,5.6091,21.0,1142.0,33.89,-118.37,3.568,2.36077057793345,0.47985989492119097
8597,5.9619,20.0,1219.0,33.88,-118.37,3.359,2.000820344544709,0.3888433141919606
8598,4.7404,31.0,1107.0,33.88,-118.36,2.958,2.2746160794941277,0.4905149051490515
8599,4.9375,19.0,1275.0,33.87,-118.36,2.93,1.9701960784313726,0.45098039215686275
8600,6.02,19.0,361.0,33.87,-118.37,3.042,2.096952908587258,0.4099722991689751
8601,4.5357,27.0,811.0,33.88,-118.37,3.342,2.081381011097411,0.4081381011097411
8602,4.675,27.0,1101.0,33.87,-118.38,3.169,2.077202543142598,0.4459582198001817
8603,5.5771,27.0,1421.0,33.88,-118.38,3.455,2.138634764250528,0.42646023926812104
8604,4.4828,26.0,1282.0,33.88,-118.37,3.407,2.0436817472698907,0.41341653666146644
8605,3.9868,17.0,598.0,33.87,-118.36,2.819,1.8093645484949832,0.48662207357859544
8606,3.4208,22.0,1300.0,33.87,-118.36,2.9,1.626153846153846,0.41615384615384615
8607,5.0114,18.0,1128.0,33.87,-118.37,3.386,2.230496453900709,0.42996453900709225
8608,3.5048,13.0,1573.0,33.87,-118.37,2.94,1.8480610298792117,0.46153846153846156
8609,5.5456,35.0,1044.0,33.86,-118.36,2.974,2.0363984674329503,0.4157088122605364
8610,5.0784,37.0,802.0,33.86,-118.36,2.959,2.2044887780548628,0.3915211970074813
8611,5.543,34.0,963.0,33.86,-118.36,3.059,1.936656282450675,0.3582554517133956
8612,4.119,28.0,1243.0,33.86,-118.37,3.24,2.160096540627514,0.4674175382139984
8613,6.5755,23.0,891.0,33.87,-118.37,3.599,2.052749719416386,0.37149270482603813
8614,4.9821,21.0,2054.0,33.87,-118.38,2.929,2.0209347614410906,0.4956183057448881
8615,5.7415,17.0,1467.0,33.87,-118.38,3.219,1.9025221540558963,0.3946830265848671
8616,5.8518,23.0,1008.0,33.87,-118.38,3.379,2.3680555555555554,0.4146825396825397
8617,7.521,19.0,1329.0,33.87,-118.39,3.404,2.485327313769752,0.4394281414597442
8618,6.4242,12.0,1798.0,33.86,-118.38,3.655,2.3553948832035596,0.4087875417130144
8619,6.7613,29.0,1182.0,33.86,-118.38,3.527,2.3578680203045685,0.40186125211505924
8620,6.3021,24.0,1312.0,33.86,-118.38,3.338,2.3810975609756095,0.4268292682926829
8621,7.674,15.0,908.0,33.86,-118.38,3.293,1.9581497797356828,0.34251101321585903
8622,6.9021,33.0,918.0,33.87,-118.38,3.376,2.1710239651416123,0.40413943355119825
8623,4.8611,39.0,743.0,33.88,-118.38,4.561,2.0040376850605655,0.3795423956931359
8624,5.0602,34.0,822.0,33.88,-118.38,4.537,2.2262773722627736,0.38321167883211676
8625,7.6685,33.0,1098.0,33.88,-118.39,4.743,2.2732240437158464,0.35245901639344257
8626,6.077,34.0,843.0,33.88,-118.39,4.727,2.340450771055753,0.43534994068801897
8627,5.9683,33.0,1098.0,33.88,-118.39,4.955,2.3160291438979965,0.39981785063752273
8629,6.0441,35.0,521.0,33.88,-118.39,4.7,2.431861804222649,0.4145873320537429
8630,4.75,36.0,1031.0,33.88,-118.38,4.421,2.425800193986421,0.42967992240543157
8640,5.2276,26.0,2803.0,33.87,-118.4,4.345,2.3945772386728503,0.5140920442383161
8641,5.9683,34.0,1087.0,33.87,-118.39,3.946,2.203311867525299,0.43146274149034036
8643,6.2356,42.0,634.0,33.88,-118.4,4.727,2.391167192429022,0.5378548895899053
8644,6.435,40.0,719.0,33.87,-118.4,4.795,2.3351877607788594,0.5173852573018081
8647,5.0976,34.0,1352.0,33.87,-118.4,4.698,2.326183431952663,0.5813609467455622
8649,5.687,34.0,915.0,33.86,-118.39,3.924,2.580327868852459,0.4830601092896176
8650,6.1404,28.0,1735.0,33.86,-118.39,3.684,2.0858789625360235,0.4403458213256484
8651,4.8971,24.0,1152.0,33.86,-118.39,4.007,2.0711805555555554,0.5052083333333334
8652,5.1677,18.0,2286.0,33.86,-118.4,3.808,2.2537182852143482,0.5971128608923885
8653,5.6017,29.0,919.0,33.85,-118.4,4.3,2.2687704026115343,0.5799782372143635
8655,5.0322,43.0,799.0,33.85,-118.42,4.35,1.9824780976220275,0.5969962453066332
8656,4.9384,28.0,2131.0,33.85,-118.38,3.781,2.0788362271234164,0.4354763022055373
8657,5.5843,31.0,1647.0,33.85,-118.38,3.846,2.1451123254401945,0.4426229508196721
8658,5.7128,24.0,1830.0,33.85,-118.39,3.662,2.389617486338798,0.47595628415300545
8659,4.425,16.0,2853.0,33.85,-118.41,3.364,2.146161934805468,0.6971608832807571
8660,4.3594,17.0,670.0,33.85,-118.39,3.49,2.4029850746268657,0.5656716417910447
8661,5.4968,25.0,2637.0,33.84,-118.38,3.798,2.189988623435722,0.43572241183162685
8662,4.4615,20.0,1070.0,33.83,-118.38,3.848,2.121495327102804,0.4654205607476635
8663,5.1626,40.0,1264.0,33.83,-118.38,4.327,2.4287974683544307,0.4509493670886076
8664,6.0382,26.0,1157.0,33.84,-118.38,3.553,2.4796888504753674,0.49006050129645634
8665,5.137,16.0,965.0,33.84,-118.39,3.486,2.5616580310880828,0.5927461139896374
8666,5.145,19.0,2455.0,33.83,-118.43,4.202,2.5279022403258655,0.6562118126272912
8670,4.5687,32.0,1338.0,33.82,-118.37,3.812,2.103886397608371,0.45366218236173395
8671,5.1589,35.0,1311.0,33.82,-118.38,4.392,2.328756674294432,0.47520976353928307
8672,6.0308,38.0,547.0,33.82,-118.38,4.167,2.409506398537477,0.43327239488117
8673,4.5179,35.0,902.0,33.83,-118.38,4.272,2.385809312638581,0.5033259423503326
8674,2.4219,33.0,1371.0,33.88,-118.31,2.607,1.5660102115244348,0.36834427425237054
8675,5.3244,28.0,1967.0,33.87,-118.32,2.719,1.913065582104728,0.38739196746314186
8676,4.3036,35.0,828.0,33.88,-118.32,2.821,2.1956521739130435,0.4094202898550725
8677,5.5538,34.0,947.0,33.88,-118.32,2.803,1.903907074973601,0.36008447729672644
8678,6.4781,37.0,722.0,33.88,-118.32,2.69,1.9418282548476453,0.3518005540166205
8679,3.1505,30.0,899.0,33.88,-118.33,2.7,2.064516129032258,0.49388209121245824
